ADM1_EN,February 2018,March 2018,April 2018,May 2018,June 2018,July 2018,August 2018,September 2018,October 2018,November 2018,December 2018,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021
Amnat Charoen,46.44942562,80.27771699,68.97160932,20.63179266,10.35828831,8.014839712,13.50606968,15.81721629,22.62631513,22.88212415,28.28531157,41.7520065,48.64241003,69.49881062,73.92290634,19.35770682,11.66637936,9.128363703,14.01062546,19.00880957,21.140459,24.17179916,26.59458237,46.75123623,46.29069541,81.0177101,65.46219801,20.70191427,12.08129358,8.231928373,14.27685529,15.29636747,18.41921618,25.35049769,25.88828277,41.90034967,42.26734493,86.86457784,75.7164103,19.37826041,11.04740422,9.08425771,15.04419407,14.28607506,20.55693996,24.95147521,26.75412785
Ang Thong,48.98838949,90.11178048,66.73093247,20.17330651,10.68467049,7.032887761,15.66664826,15.68272355,21.40190728,22.99182882,29.751311,48.15260118,45.97276138,61.01882821,57.26061458,22.3358044,11.009163,9.027607114,14.84854012,19.72708052,20.9120016,24.88877976,29.17385077,50.22950868,48.86243144,69.3190638,61.44774804,21.5657872,12.34846133,8.560813685,14.95631997,14.49933906,17.38941622,24.42107667,26.82173381,48.99910035,43.73573445,72.18713551,76.48777051,19.05440976,11.37264426,9.099717826,14.6425803,14.49749179,18.90426364,23.52888849,27.29033431
Bangkok,47.05701174,95.34563526,47.52740927,18.80973254,10.85463842,7.124052658,14.86232609,16.46441962,21.2135742,25.31065104,34.55690437,50.56149432,41.03435154,58.09750628,43.45223683,20.36588232,11.87058884,9.428873092,14.75330017,19.8181474,20.60622083,26.61900465,32.94120746,47.22130493,44.13349662,44.42868957,39.98673433,19.97172556,12.3040831,9.007705248,15.28931558,15.3455982,18.02954725,25.60227333,33.88463261,48.23201205,42.46343892,68.37179219,61.50826588,18.38557003,11.97551618,9.00833369,15.04800466,15.39925487,18.80168992,25.61881786,31.79029517
Bueng Kan,53.54551812,101.2227238,68.82990553,21.31618047,11.29600342,7.86068183,11.91424761,15.82081058,21.85259151,23.52534477,30.82094632,46.87629685,51.41854021,97.53201743,79.92098123,20.78817936,12.15674345,7.959712688,12.90149728,18.71103712,20.54981421,24.19051709,31.69109759,55.18289966,53.02952918,100.480766,74.71639366,22.25179795,12.11087429,7.766306211,13.2957345,14.1312911,18.44142247,24.2060431,29.57941086,54.69629687,49.63822358,94.59353863,84.49160649,20.4524205,11.06602177,7.81206452,14.78249323,13.46804436,17.89042859,23.46767634,29.75664621
Buri Ram,50.3073658,94.1089279,67.2328891,20.23686249,10.64755798,8.151339129,15.24492455,16.37096144,22.17596523,25.10360719,31.60949288,46.53761894,47.94594474,80.07525524,69.30754537,19.69068044,11.30907656,10.44008581,15.87615429,19.00966709,20.27139372,25.5785816,29.88091166,48.06239166,48.33038871,86.82511597,61.16452239,20.24926362,12.22630623,8.997286126,14.36547906,15.74487413,16.99832694,26.32155491,28.1134094,47.97077373,45.14636272,88.69383027,68.57597707,19.52315169,11.72648283,10.56830712,14.81926604,14.74936726,18.64236944,25.48492948,28.31544015
Chachoengsao,46.36084138,95.88252186,61.58374788,18.86864085,10.55556368,7.734990042,15.46744507,16.59113807,21.27703059,23.29438444,29.55635123,45.15809408,46.35009836,66.12963748,58.49614883,19.28076851,11.37620444,10.36113919,14.92039216,19.72616144,20.21186274,25.89252367,28.24898221,46.36379162,44.46450249,74.54965699,49.31149725,19.070616,12.10476697,9.166585662,15.47655517,16.36327874,17.16726597,25.36896692,27.60462544,46.26085341,44.71540853,91.06456138,60.83601873,18.63416321,11.67070392,10.99753256,15.06426759,15.02681454,18.76027143,24.09725394,27.16064457
Chai Nat,49.02284853,69.7743439,61.30430678,20.57776949,11.04361057,7.110919881,15.22884578,15.54656115,21.30740684,25.24111789,32.24248922,47.98748233,47.72279272,64.65518438,54.62020397,25.54098058,11.06214438,9.2986831,14.47839993,19.83588084,20.4352877,25.36960043,32.13661049,50.43038744,47.92267593,75.4420513,64.79186461,21.92453963,12.72592191,9.281929287,14.95445807,14.45568648,17.1291361,23.95406598,29.92905268,48.67715147,42.45456531,69.42156058,74.07047302,19.70488645,11.37438388,9.286573831,15.19479622,14.26195209,18.60220824,24.78343877,29.35555039
Chaiyaphum,51.4809999,71.00175202,61.28861792,18.49428142,10.45828356,9.65999293,14.8365404,16.98054089,22.65842818,24.72650735,30.20872257,45.5022267,48.78240375,65.39366219,59.38210414,18.73955999,11.26178513,11.71705284,15.92384658,20.31052978,21.49524944,25.48904762,31.02841484,49.61442206,46.75327255,69.33034008,56.14808247,18.4829512,12.09467463,10.35494265,14.90137669,16.21425505,17.477975,25.5751791,29.5996621,50.6063653,46.08904867,79.39997304,62.55373587,17.84905845,11.51343551,11.53758127,14.84818314,15.20949271,18.86660458,24.57740105,29.97082028
Chanthaburi,51.25692311,88.70237074,55.46472869,16.87649176,10.31545886,11.73125682,15.72496651,16.78088768,21.06418804,24.23645036,31.20258062,49.50462274,47.17591973,57.01775422,45.39021376,16.21924349,11.19107993,11.88585919,14.84355586,19.46201499,19.62556894,26.60327914,29.36005292,49.65228902,45.6993552,58.69664527,56.22360762,16.55724517,11.91336585,10.92698842,15.27950756,17.08245502,17.75007875,26.77843145,29.57461341,48.49597883,45.40734973,75.2390156,60.55159503,16.57719304,11.37210717,13.60018157,15.09066633,15.32214249,18.70702904,24.83135213,28.11764951
Chiang Mai,57.76046994,84.57639689,63.66611637,16.01732041,11.66969963,10.41088507,14.16420631,17.65012667,17.52782053,25.3922338,36.36434349,52.29194994,51.93760403,72.75201413,59.87776581,19.33707053,12.04781608,11.75746883,14.05352177,20.28259632,18.06402638,26.37920186,36.47025885,57.51481891,56.70843267,69.62559489,56.20906361,16.75547826,12.37464689,11.1829996,14.46607282,16.57549672,17.11887775,24.91450493,36.19002583,74.50744671,54.54810695,81.46937975,65.67890548,16.68938129,12.06285215,11.34324606,14.78129396,16.70040621,16.07739401,26.37744392,36.56318381
Chiang Rai,59.32349653,96.22576764,68.7788849,17.52491959,11.645328,8.433720038,11.98130658,15.46998404,18.97804013,24.44679926,37.19705645,54.86751529,51.84207134,85.22014991,71.7337275,22.22000999,11.85583291,9.223854049,12.58459077,18.38635839,18.63968086,26.81861901,36.96691522,65.32802806,56.5469427,95.44679449,68.79115554,19.29913788,12.08845274,9.487188757,13.42395116,13.7324955,17.26459844,24.83867738,38.00034637,77.83213356,56.05895123,90.68398062,71.4975715,18.1722281,12.02609127,9.026608049,13.98798715,14.10252904,16.56351482,25.60491594,37.2494502
Chon Buri,46.63842631,83.09262312,48.20044743,17.471338,10.30470069,9.456996158,15.36965452,16.83605922,21.44143586,23.65474454,30.67529635,48.30186252,42.11385637,50.40728651,40.05021099,18.02801384,11.18075133,11.13281566,14.64303575,19.69182752,19.83795309,25.6074853,29.09150474,48.1918112,42.52458958,50.42009673,42.16434433,17.77449812,11.71638273,9.99691848,15.61294636,17.36884626,17.58916995,25.32001014,28.14455507,48.77313106,41.93417178,58.56635401,53.51973484,17.28910157,11.40712218,12.84273421,14.76899802,15.6395699,19.39903192,23.55244037,27.97163669
Chumphon,41.94615352,67.34052928,51.54449,16.96219947,11.22290629,15.60801777,15.12352353,18.32217188,21.89361413,25.5065215,33.29350476,51.62638098,39.06798951,72.29071415,54.07580034,15.93266609,11.43051582,12.84736613,14.90235527,21.10318108,19.70604302,26.63375762,31.17080121,50.97871954,36.87913992,60.36474036,38.60385316,17.01996078,12.64284195,11.54543581,15.22285123,17.67101233,18.01238461,26.02135921,37.04494589,52.2506993,38.92567588,53.1609397,57.10486904,16.19364029,12.47720452,15.04812975,15.01860562,17.00472643,19.59188809,27.66453889,33.40245639
Kalasin,48.63853497,72.55149817,59.98562955,20.37622449,10.85632257,8.159429822,12.87865495,16.12544055,22.14316816,23.83246765,28.9666003,42.70998969,48.15158448,57.60975736,63.94059076,19.53833117,11.66672309,8.756831901,13.66024473,19.56302008,21.41119447,24.47691559,29.35874016,47.04098101,45.57630841,71.91156413,58.73276886,21.16095357,11.98853384,8.394242982,14.2359435,15.39707857,17.95162993,24.7136037,27.98963287,47.52549975,43.8073066,77.02163494,69.58751465,19.39729093,11.0770937,8.612050705,14.42341598,14.52069041,19.16971658,23.06843905,29.3526123
Kamphaeng Phet,54.07059344,74.25733229,64.61478346,20.2042859,11.72454162,8.64314894,14.59055585,15.67615492,20.30207052,25.91180262,34.90896353,52.66406663,51.68007505,76.50598833,64.21597115,23.93115148,12.15732873,9.390239646,14.18725055,19.93701211,19.64092557,26.96344771,37.95486314,53.43192852,51.42380356,96.27361824,74.7896974,21.35939334,12.67800528,9.687786516,15.10060982,14.88672467,16.74032046,26.51327814,37.55063311,55.03829674,47.20347145,80.00358693,72.83341335,20.3443134,12.54988089,9.488982867,15.68067344,14.42029383,17.37181824,26.35625809,36.90348737
Kanchanaburi,53.52006941,86.9550123,64.02720232,17.51533337,11.13702245,11.6381911,16.02295305,17.99839238,21.78618892,25.73888744,32.06616912,52.34549752,52.93115638,82.10579979,62.88594728,17.41249891,11.6425212,12.20183443,16.24362262,21.00599634,20.46464318,27.10005099,33.0344231,55.65146538,51.15237035,88.98627586,74.73197359,17.67772987,12.32564337,11.2404845,15.17087133,16.72630669,16.92974934,26.34705374,31.02035694,52.30750192,48.8372919,90.55061617,70.29796132,17.15233279,12.29507325,12.41529774,15.11851675,16.4101312,18.02706408,26.51331272,29.93770731
Khon Kaen,52.88961551,78.31588824,61.53559659,20.49659744,10.64768919,7.867913771,13.71503861,16.10777938,22.28823538,24.34496525,29.6436967,45.20303586,50.41020914,66.65743048,62.88040772,20.49217886,11.64987486,9.01558862,14.65307381,19.54347989,20.96490764,25.16026014,31.03246407,49.82001864,47.72185751,79.87280706,60.59827431,20.98194734,12.22008568,8.665828382,14.87350982,14.95996383,17.55635063,24.96484549,29.8034273,49.64892385,46.03675026,82.46881967,69.21353101,19.91842955,11.37493829,9.029709154,14.5308988,14.53070067,18.50793804,23.84977665,30.12608134
Krabi,42.47161128,109.9915449,60.98914526,17.53342555,11.55867754,14.69074092,15.22025315,18.98621,21.03444675,26.13683671,35.35848053,49.05700208,36.1264093,109.2953735,67.90834961,16.36324825,12.00386935,11.70640446,15.40297048,22.19478073,19.22358988,26.79583525,31.4131987,48.05088779,37.80384742,106.5125761,67.61154201,17.5566805,12.47140135,10.25632906,16.00739526,19.25534169,19.13825503,27.78514924,37.88921311,53.47256444,38.38891274,88.67709268,62.28911103,17.01981588,12.63532608,12.84135074,15.58658368,18.30150424,20.01010988,26.52014252,34.61214785
Lampang,55.91317516,91.87181137,68.25379127,18.15719804,11.39843827,8.041751469,13.03319319,16.03290553,20.40766437,25.84206205,36.33122864,53.52591181,52.28758292,82.4676267,66.33683105,21.78284777,11.69260168,9.78183956,13.08668053,19.42583994,19.63530559,27.46671159,36.82663715,62.84114699,50.53334277,74.10989739,64.60681278,18.97867462,12.08902147,9.609219612,14.10845746,14.71925444,17.79556528,26.07455523,35.92304133,63.36553365,52.29871941,90.32768622,70.2827033,18.16232943,11.8749581,9.130506244,14.47841095,14.34563872,17.31008597,27.04915989,35.5951688
Lamphun,55.60335483,90.05925569,65.22569131,17.59073705,11.22046457,8.357094116,14.0905073,16.76370781,20.36921899,26.30937849,35.92917296,52.87768165,52.52013084,75.68460078,62.67423087,21.58099035,11.6729029,10.44323378,13.92304151,19.99365148,19.80934303,27.67494703,36.73964506,61.56963334,50.34916447,77.00546596,65.37833162,18.55069495,12.09316674,9.785967448,14.09879835,14.88004314,17.90523207,26.15309243,35.21100115,64.07907353,53.21889248,95.9758814,66.53901535,18.24295713,11.84443879,9.744929946,14.83177396,15.06650735,17.54853128,26.66515906,35.69046681
Loei,55.8515541,77.7568383,62.58231731,17.49413255,11.15306552,9.153166693,14.71745476,16.9759502,21.18862591,25.80602875,33.69078479,48.22094375,51.16988424,75.98106694,60.91467802,20.06039787,11.83470787,10.75196655,14.56350067,20.34671975,19.92834457,27.06557054,35.13152962,53.97344357,51.21951896,73.23328343,56.61327434,18.49917633,12.00896923,10.08678894,14.82994991,15.54193556,17.59609262,25.27983168,33.66692267,59.70502951,51.23148531,79.50883166,66.35469321,18.07042727,11.33804863,10.43994914,15.36730179,15.30956602,17.60599779,26.03470323,33.13325795
Lop Buri,45.67158174,77.57754362,61.66220198,19.43005661,10.44929839,7.98256387,14.62525322,15.91050521,22.2509657,23.32832172,29.25726277,43.57427984,46.05556174,60.26705701,58.00114522,20.37403992,11.24781788,10.31891379,14.67479893,19.79053887,21.17463192,24.61775456,28.11968143,46.06439096,43.84183709,62.92623307,57.97588971,20.22869466,12.31098099,8.974583496,14.49378865,15.01724214,17.56759526,24.36929268,27.09890383,48.40635236,41.76186719,73.83033714,72.46519768,18.69034274,11.54883125,10.1986342,14.67397802,14.52430284,19.12713701,23.57660573,27.80591269
Mae Hong Son,55.64389847,91.31403399,67.93187706,16.11366835,11.96976979,9.581873489,13.44181756,16.67045009,18.86076886,25.00447627,36.54826682,51.89130118,51.16099268,77.9711421,65.7633708,18.64027584,12.14497634,11.74932641,13.60364271,19.90433856,18.98414663,25.96971137,35.97580356,55.2449111,57.89661726,72.41717888,56.3782035,16.81765144,12.54065796,10.66445929,14.25818363,15.86030141,17.81091497,25.45135725,34.88190036,78.69027577,54.9116772,91.73260779,71.00080103,16.67500087,12.37745377,10.58783559,14.68883025,16.1301873,17.10551671,26.33436708,36.00840314
Maha Sarakham,49.77921382,76.62929694,64.99337869,20.50603428,10.44528387,8.00172222,14.50585083,16.28092575,22.44821572,23.75672555,28.85729058,42.62353977,49.72070925,65.96924088,67.80902449,19.73210624,11.39188561,8.895681552,15.19202897,19.41674704,21.16663327,24.33656025,28.0573108,45.3320513,46.28138006,84.74035802,58.46232023,21.21874052,12.07420592,8.602375619,14.25345706,14.93257902,17.18305547,25.65615425,27.01369813,44.07175903,41.99986542,84.17748542,69.4797029,19.74351614,11.23891999,9.09622868,14.43168004,14.76880569,19.40850177,23.51342294,28.09494674
Mukdahan,46.43551024,70.80528846,61.42957648,19.83048126,10.30829928,8.492955947,13.15759847,16.3368955,23.02044493,23.63213247,27.50568286,41.68704666,47.59770678,59.00327935,69.92564316,18.82722734,11.53312581,9.04669769,13.39378303,19.60326182,22.0560589,24.72270782,27.70542453,44.6311461,44.11051267,77.54084652,56.87494953,20.16818521,11.77731333,8.40779634,14.11418262,15.5960641,18.52912182,25.294003,26.70520271,46.03024058,41.88564858,76.45893971,62.77433659,18.85591804,11.07742876,8.951930813,14.94929826,14.5140277,21.4357671,24.49450604,28.06079479
Nakhon Nayok,51.36566064,114.287917,73.9238459,19.10590688,11.15210715,8.752016886,14.6574964,16.18246657,21.27709583,23.71193416,32.30366379,47.19614813,51.67772588,82.33322553,68.90184971,20.63723592,12.0163844,10.20523487,14.77748903,20.06748492,20.02848126,25.18831504,31.78488149,48.31896182,48.0732361,86.48167188,62.29869213,20.1899499,12.65102237,9.711828029,15.00712755,15.46075066,17.4792678,25.55641281,32.30065379,48.50456721,47.32774736,98.6585133,72.04945748,19.02874847,12.1510736,10.12896003,15.30800271,15.18677488,18.1026666,25.25637499,30.90638708
Nakhon Pathom,49.76011702,83.65692418,54.06690058,19.97505491,10.98701005,7.10563103,15.67865432,16.5261489,20.97992372,24.52140584,33.75842027,52.27186203,43.35053627,62.05549628,42.62718715,20.93124174,11.72175038,9.456900194,15.10440268,19.58424506,20.26678581,27.18348765,33.37991477,51.21299607,46.56578844,58.68708901,49.60705881,21.50509138,12.36106266,9.128188855,15.26270304,15.05330406,17.45903651,25.69815356,31.66663534,51.2093389,43.4512357,71.72279218,66.64515374,19.48381169,11.93177627,8.817060999,15.03744348,14.95955036,18.57313923,25.37558082,31.41569121
Nakhon Phanom,50.01287531,71.16419033,67.17546334,20.54058357,10.82026335,7.960017144,12.5695333,16.56250633,21.52991028,24.22291382,29.1967122,42.57278583,47.57503515,62.63208062,73.39558195,20.07441085,11.81258184,8.408468207,12.92166844,19.13455854,20.74850009,25.1334053,30.77595121,48.13522143,47.88883923,83.34814102,61.81362839,21.53892694,11.93665445,7.973377739,13.83178041,14.93034698,18.1645856,24.65288787,29.6256057,47.71709338,46.69057169,78.97599144,72.46188385,19.98410289,10.82246503,8.097320162,14.63941786,14.32884586,18.48088302,23.72378284,30.25753888
Nakhon Ratchasima,50.52291928,86.60864231,63.96330317,19.28739644,10.3829351,9.405559902,15.79351793,16.78231944,22.57245762,25.05653802,30.44511339,45.7457938,49.23599477,74.9324661,64.21356502,19.14009389,11.30482019,11.64046989,16.61056533,20.05125356,20.69242748,26.09491093,30.15488687,47.77705037,47.23101855,80.18426285,56.20363271,19.26406312,12.28269379,10.12622259,14.46014453,16.10210861,16.91147581,26.6519025,28.5195886,49.44516201,45.21274145,85.36765161,65.63713266,18.57516772,11.66278936,11.62996381,15.1015388,15.14076562,18.3948283,25.30964968,29.44461153
Nakhon Sawan,50.34036947,74.73607277,64.91290193,20.3998775,11.14814129,7.765833252,14.416899,15.61326872,20.91917591,25.46931159,33.82599252,50.2157937,48.83734132,66.59620797,58.70177486,23.95783892,11.65920007,9.450372531,14.18226669,19.54909955,20.05877165,25.86400397,34.29067619,49.18507049,47.60766039,78.59880954,69.91543039,21.65498754,12.66222693,9.052202589,15.1515787,14.56351222,16.99981092,24.7515258,32.60842604,48.9546089,43.07444462,79.85667018,77.15794772,19.72668079,11.94479751,9.32890784,15.10214529,14.2782478,18.1873694,25.123164,31.80144432
Nakhon Si Thammarat,41.34374154,56.79288905,45.72314595,16.93997997,11.55118615,12.77572014,16.65231348,19.16887402,20.92884427,25.34002801,34.8141863,51.89806033,35.90315545,73.70810034,55.39652761,17.17991533,12.21352175,11.30701433,15.84554709,22.46786937,19.36752372,26.37365754,31.63585803,50.91435545,35.27345304,68.83322576,45.02877153,17.17444772,12.7527999,10.1707459,16.07027006,18.59506819,19.0809757,26.57574744,36.47441175,57.25328879,39.54974651,54.18210747,63.96976195,16.83625272,12.6264922,11.7488852,15.43429944,19.00747854,19.6536588,26.67109976,33.12000053
Nan,58.21179849,90.18750114,69.58859469,16.79630181,11.66708185,8.892655161,12.40110723,16.11623361,19.59118788,24.87316113,35.07418823,52.74847102,53.07222047,86.85470988,64.44391889,19.80188947,11.85377975,10.24683008,12.91492996,19.07489255,18.92784061,26.0976427,36.40401877,62.09363346,53.92389595,74.11068793,60.78984892,18.11742779,12.24465758,10.03146675,14.00455171,14.98839596,17.78284861,24.78314055,34.92220988,68.18683446,54.2316646,79.91896581,71.98796401,17.2661042,11.92783372,9.726819367,14.33121926,14.63044019,16.89634255,26.21235776,35.12726106
Narathiwat,47.39495699,74.08968148,61.71348275,17.21113263,12.25923256,9.929954788,16.67054759,18.83625097,20.94602176,27.96120345,39.67775889,55.39785825,42.67462305,80.27905653,60.09605179,18.04476681,12.43219658,11.81597871,16.24153827,22.09723014,19.00709505,28.58863279,37.63331227,58.41147249,45.94892125,70.41747984,58.12529546,17.0109007,12.55779183,10.28876686,16.74333232,18.18005759,19.21380021,28.0624313,42.65460944,72.17490312,44.90526222,66.0236387,68.96744263,16.67015016,12.71092224,10.19599606,16.12975447,19.24573641,19.47111445,25.3762308,39.22595488
Nong Bua Lam Phu,54.52607053,82.14449968,68.74792877,20.71105575,11.34779371,7.601516171,12.70676289,16.11574125,21.56676678,24.91994673,32.38651866,47.52621556,52.09617532,72.62563627,67.44756963,22.65704135,12.21912624,8.406170356,13.46145493,19.43096311,20.10175649,26.07283385,33.81602358,52.46583827,49.70628891,81.28209221,61.90232743,21.6207703,12.32150149,8.578184915,14.4751502,14.25883172,17.87082554,25.13633871,33.06753101,55.90900469,50.74628355,83.46758905,71.54496916,20.41050468,11.75604418,8.601417276,14.89194359,14.08987098,17.90948715,25.34873339,32.72385534
Nong Khai,52.1336209,80.1701532,71.47359124,21.26519759,11.599375,7.709262539,12.40301966,16.16213225,21.44545615,24.61751659,31.52355312,46.80302931,49.4093741,81.22822305,69.34932475,22.81151287,12.28224664,8.530897853,12.95299596,18.76532686,20.3996883,25.21745279,32.92184417,50.85784188,51.36368744,89.45655928,66.69704041,22.65423182,12.3143628,8.189776769,13.68345418,14.03226659,18.20515548,24.96143785,30.39796862,51.50356583,49.08365313,80.2663719,77.71345104,20.79727813,11.23842679,7.952395731,14.52166083,13.57616887,17.62790841,24.4470983,31.50433003
Nonthaburi,50.72963394,108.6494947,55.84484119,19.85749649,10.80393094,7.185731104,15.13246422,16.559542,20.94705138,24.67538043,35.8645761,52.07094924,43.86044896,64.93809334,46.62721562,20.78156931,11.69389648,9.358081488,14.69974659,19.73541275,20.35431695,26.94790051,34.69352397,48.96753447,45.38910598,54.51964946,44.32056173,20.94758144,12.25106288,8.97666392,15.00873196,15.01728407,17.74405383,26.50021629,34.08044287,50.18149322,43.33421887,83.71386708,68.57188404,19.1250484,11.88991446,8.951247281,14.82498004,15.11252669,18.64659443,25.0147427,33.49895617
Pathum Thani,50.33721711,116.446961,69.49426612,19.89142198,10.99107087,7.332613362,14.8696648,16.22867169,20.77401787,23.57483515,35.3017603,49.38197383,47.19945411,71.02070813,63.22031754,21.39074851,11.89739903,9.304224954,14.68900406,19.96392914,20.17575866,26.22947263,33.75401055,47.31055174,46.05305742,70.80363537,53.93826085,21.09756934,12.29371847,9.018712758,15.14315411,15.04276064,17.87029006,26.10585193,33.8050497,50.69984187,46.01035734,89.66841134,74.63618553,19.54958961,11.95128009,8.812144041,14.78101924,14.77306282,18.17974921,24.58996133,32.63524734
Pattani,36.07347064,48.56423762,41.05021756,17.85667213,11.8416702,10.02240301,16.10989442,18.65859232,20.56191853,24.99469357,35.82909338,48.12858011,31.45342516,63.43470532,47.210676,17.92778799,12.3687135,11.15664905,15.72714466,21.76335088,19.2411927,26.05560015,33.27483894,49.6205708,31.41663343,51.29364065,40.99985785,17.44527937,12.33491583,9.883551541,16.64391747,17.65778813,19.24956306,26.81852609,39.10445833,53.34166879,33.11396755,48.7849116,57.74909424,17.32133124,12.77638048,10.31093992,15.37728722,18.02793536,19.67436196,25.75441271,35.67255543
